TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,Innings,Opposition,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails
70,283,OJ Pope,caught,RG Sharma,3,4,v England,Rajkot,India,15 Feb 2024,Test # 2530,jadeja-wkt-283,"first slip, Rohit gets in on the action! Length ball on a fourth-stump line. Bit of turn away, and Pope tries to play the square cut. Thick edge flies to Rohit, who adjusts well to move to his left after an initial trigger movement to the right. The home team is ecstatic!. 20/3 ",,slip-cordon,"283. OJ Pope c RG Sharma b Jadeja
Test Match#: 70.0: v England at Rajkot in 2024 (2nd innings)"
70,284,JM Bairstow,lbw,,4,4,v England,Rajkot,India,15 Feb 2024,Test # 2530,jadeja-wkt-284,"misses the sweep, and umpire Wilson raises his finger! Bairstow is walking, then looks back for a second, and Root asks him to keep walking. Jadeja goes full on a stump to stump line. Bairstow misses the sweep, and this seems to be crashing into middle. Bairstow fails again, but this time without burning a review. Replay shows its clipping the outside of off stump.. 28/4 ",,,"284. JM Bairstow lbw  Jadeja
Test Match#: 70.0: v England at Rajkot in 2024 (2nd innings)"
70,285,JE Root,lbw,,7,4,v England,Rajkot,India,15 Feb 2024,Test # 2530,jadeja-wkt-285,"full ball on middle. Root goes for a sweep and misses! Ball pops up to Rohit at first slip. India appeal and given out! Out for LBW or caught? We don't know! What we do know is that Root has reviewed. Replay confirms this is a full ball on middle that Root missed sweeping. Spike when the ball passes the bottom of the bat, but the umpire says the spike is bat hitting the ground. So it will be an LBW if out, and he indeed is out! Ball is clipping the outside of off stump. Seventh time Jadeja has got Root out. 50/5 ",,,"285. JE Root lbw  Jadeja
Test Match#: 70.0: v England at Rajkot in 2024 (2nd innings)"
70,286,BT Foakes,caught,DC Jurel,16,4,v England,Rajkot,India,15 Feb 2024,Test # 2530,jadeja-wkt-286,"feathers an edge behind, Foakes turns and walks! Jadeja does the job for his skipper straight away. Turning away as Foakes looked to cut, pretty big deflection off the edge in fact and Jurel continues his impressive debut by holding on. This goose is almost fully cooked. 82/8 ",,Keeper,"286. BT Foakes c DC Jurel b Jadeja
Test Match#: 70.0: v England at Rajkot in 2024 (2nd innings)"
70,287,MA Wood,caught,YBK Jaiswal,33,4,v England,Rajkot,India,15 Feb 2024,Test # 2530,jadeja-wkt-287,"picks out long-off, that's it! Finally one of Wood's miscues goes to hand. Well held by Jaiswal running in, completes a thumping 434-run win for India - and Jadeja finishes with a five-for to go with his first-innings century!. 122/10 See all photos",,Outfield,"287. MA Wood c YBK Jaiswal b Jadeja
Test Match#: 70.0: v England at Rajkot in 2024 (2nd innings)"
71,288,BA Stokes,lbw,,3,1,v England,Ranchi,India,23 Feb 2024,Test # 2531,jadeja-wkt-288,"trapped by a shooter, Stokes walks! Rapped on the ankle plumb in front of middle stump. Jadeja is celebrating from the moment it hit the pads, and Stokes can only throw back his head and laugh as he leaves the crease. Full length, he possibly could have been forward, but the ball grubbed viciously. Ends a rip-roaring session with a wicket from the final delivery before lunch. 112/5 ",,,"288. BA Stokes lbw  Jadeja
Test Match#: 71.0: v England at Ranchi in 2024 (1st innings)"
71,289,OE Robinson,caught,DC Jurel,58,1,v England,Ranchi,India,23 Feb 2024,Test # 2531,jadeja-wkt-289,"lovely catch if he has hit it. Given out, but reviewed immediately. Why I say lovely catch is because Robinson is reverse-sweeping, and it is difficult to focus on the ball when there is so much activity happening. The replay shows the ball has missed the bat but has kissed the glove on the way. Desperately needed wicket for India, but a good hand from Robinson: his Test best. 347/8 ",,Keeper,"289. OE Robinson c DC Jurel b Jadeja
Test Match#: 71.0: v England at Ranchi in 2024 (1st innings)"
71,290,Shoaib Bashir,caught,RM Patidar,0,1,v England,Ranchi,India,23 Feb 2024,Test # 2531,jadeja-wkt-290,"maybe he should have turned that single down. Bashir has a go at a length ball, and it turns to take a thick edge to point. 349/9 ",,InField,"290. Shoaib Bashir c RM Patidar b Jadeja
Test Match#: 71.0: v England at Ranchi in 2024 (1st innings)"
71,291,JM Anderson,lbw,,0,1,v England,Ranchi,India,23 Feb 2024,Test # 2531,jadeja-wkt-291,"lines up the sweep, makes a meal of it! Dharmasena thinks for an age and raises the finger! Anderson reviews, this looked pretty adjacent, but was it maybe going over? Certainly no bat involved. Nope, smashing the top of off... England are all out!. 353/10 See all photos",,,"291. JM Anderson lbw  Jadeja
Test Match#: 71.0: v England at Ranchi in 2024 (1st innings)"
71,292,JM Bairstow,caught,RM Patidar,30,3,v England,Ranchi,India,23 Feb 2024,Test # 2531,jadeja-wkt-292,"what a soft dismissal first ball. Jadeja tosses one up outside off, Bairstow pushes at it, it turns, hits the upper part of the bat, and lobs for an easy catch to short cover. He wasn't quite to its pitch, and while batters have been defending without reaching the pitch of the ball, this one turned and jumped at him. 120/6",,close-in,"292. JM Bairstow c RM Patidar b Jadeja
Test Match#: 71.0: v England at Ranchi in 2024 (2nd innings)"
72,293,JE Root,lbw,,26,1,v England,Dharamsala,India,7 Mar 2024,Test # 2534,jadeja-wkt-293,"done on the inside and given! Root doesn't look too happy but he hasn't hit it. Decides to review as the clock counts down to zero. Might it have been sliding down? Looked pretty straight on first glance. He's missed it by a long way, perhaps thinking of the previous delivery and how it turned. Smashing into leg stump, says ball-tracking! Rod Tucker raises his finger again and India have two in four balls. 175/5",,,"293. JE Root lbw  Jadeja
Test Match#: 72.0: v England at Dharamsala in 2024 (1st innings)"
72,294,Shoaib Bashir,bowled,,13,3,v England,Dharamsala,India,7 Mar 2024,Test # 2534,jadeja-wkt-294,"timbeeeerrrrrrrrrr... no doubt this time! Jaddu hits his length, finds some turn and rattles off stump. Too good for Bashir, who trudges off after an hour of dogged blocking - although not before apparently asking to review! He didn't realise he had been bowled. India one away. 189/9",,,"294. Shoaib Bashir b  Jadeja
Test Match#: 72.0: v England at Dharamsala in 2024 (2nd innings)"
